Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
30/12/2024 12:59:20,0,Dancer,2,150000,750000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,6 000,"90,000",35000,28 000 ,Yes,5000,80000,21,0.033333333,General Finance,Consult a financial advisor,5000,
30/12/2024 12:44:07,1,Compliance Specialist,4,35000,900000,"Salary, Self-owned business",pension,Yes,No,,,50000,140000,No,45000,65000,45,1.2857142857142858,General Finance,Consult a financial advisor,45000,
30/12/2024 12:48:25,1,Supervisor,5,140000,"280,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","15,000",170000,No,8000,40 000,39,0.057142857,General Finance,Consult a financial advisor,8000,
10/1/2025 19:40,1,,2,1500000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10000,180 000,No,35000,"75,000",35,0.023333333333333334,General Finance,Consult a financial advisor,35000,
30/12/2024 12:30:37,0,Junior Sales Representative,4,150000,430000,"Salary, Freelancing",pension,Yes,No,,"90,000","15,000",85 000,No,45000,"90,000",29,0.3,General Finance,Consult a financial advisor,45000,
10/1/2025 19:40,1,Store keeper,3,110000,"65,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,"180,000",No,50000,"90,000",34,0.45454545454545453,General Finance,Consult a financial advisor,50000,
27/12/2024 20:51:36,1,Sales executive,4,150000,"150,000","Freelancing, Brand endorsements",pension,No,No,,"90,000",10 000,170000,No,5000,"90,000",30,0.033333333,General Finance,Consult a financial advisor,5000,
10/1/2025 19:54,1,,4,70000,"150,000","Salary, Commission, Investments",,Yes,No,,"90,000","15,000",85 000,No,5000,"50,000",40,0.071428571,General Finance,Consult a financial advisor,5000,
13/12/2024 14:38:32,0,Junior Sales Representative,2,140000,140000,"Salary, Pension",Event performances,Yes,No,,,"22,000",150 000,No,60000,130000,29,0.42857142857142855,General Finance,Consult a financial advisor,60000,
30/12/2024 12:44:07,0,small grocery shop,2,110000,210000,"Salary, Investments, Rental income",pension,Yes,Yes,,"90,000",15000,"200,000",No,50000,"75,000",25,0.45454545454545453,General Finance,Consult a financial advisor,50000,
30/12/2024 12:34:46,0,retail store,3,140000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10000,"160,000",No,500000,75000,39,3.5714285714285716,General Finance,Consult a financial advisor,75000,
10/1/2025 20:03,0,,2,130000,"220,000","Freelancing, Brand endorsements",pension,Yes,Yes,8000,"90,000",110000,170000,No,150000,400000,28,1.1538461538461537,General Finance,Consult a financial advisor,400000,
30/12/2024 12:48:25,0,Housewife,4,170000,300000,"Salary, Commission",,Yes,No,,30 000,14000,160000,No,5000,300000,35,0.029411764705882353,General Finance,Consult a financial advisor,50000,
30/12/2024 12:26:16,0,Electrical Engineering Tech,3,125000,"220,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",18000,"200,000",No,60000,"90,000",35,0.48,General Finance,Consult a financial advisor,5000,
30/12/2024 12:18:32,0,University Lecturer,4,300000,75000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",40000,85000,No,45000,"8,000",40,0.15,General Finance,Consult a financial advisor,55000,
4/1/2025 23:10,1,University Lecturer,3,170000,320000,"Salary, Business profits",,No,No,,"90,000",10000,75000,yes,35000,500000,30,0.20588235294117646,General Finance,Consult a financial advisor,400000,
4/1/2025 23:06,0,Varnisher,4,170000,"65,000","Salary, Investments, Self-owned business",pension,Yes,No,6 000,"90,000",40 000 ,85000,No,70000,"30,000",58,0.4117647058823529,General Finance,Consult a financial advisor,40000,
30/12/2024 12:37:56,1,Environment specialist,2,150000,220 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,Yes,,"90,000","18,000",160000,No,5000,"80,000",30,0.033333333,General Finance,Consult a financial advisor,47000,
30/12/2024 12:23:07,1,trainee merchandiser,2,130000,"280,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",12 000,160000,No,50000,"90,000",59,0.38461538461538464,General Finance,Consult a financial advisor,15000,
30/12/2024 12:23:07,1,Doctor,4,60000,"160,000","Salary, Pension",pension,Yes,No,,"90,000",100000,"150,000",No,20000,"200,000",31,0.3333333333333333,General Finance,Consult a financial advisor,250000,
10/1/2025 19:40,1,Tyre Fitter,4,130000,"400,000","Salary, Self-owned business",,Yes,No,,"90,000",40 000 ,160000,No,50000,"85,000",55,0.38461538461538464,General Finance,Consult a financial advisor,18000,
30/12/2024 12:26:16,0,Insurance Manager,4,180000,180 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,125000,No,400000,30 000,54,2.2222222222222223,General Finance,Consult a financial advisor,60000,
30/12/2024 12:26:16,0,University Lecturer,2,120000,90 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,"90,000",10000,"150,000",No,50000,"8,000",35,0.4166666666666667,General Finance,Consult a financial advisor,25000,
29/12/2024 17:00:56,0,Draftsman,4,120000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,"90,000","12,000",180 000,No,30000,"90,000",53,0.25,General Finance,Consult a financial advisor,60000,
30/12/2024 12:23:07,1,Insurance Executive,3,130000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","12,000",140000,No,90000,"90,000",29,0.6923076923076923,General Finance,Consult a financial advisor,25000,
30/12/2024 12:59:20,0,,3,140000,150000,"Salary, Investments",,Yes,No,,"90,000",10 000,60 000 ,no,150000,20000,38,1.0714285714285714,General Finance,Consult a financial advisor,85000,
30/12/2024 12:59:20,1,,3,60000,170000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",13000,90 000,No,400000,"15,000",51,6.666666666666667,General Finance,Consult a financial advisor,300000,
30/12/2024 12:59:20,0,Warehouse Manager,3,600000,210000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",13000,200000,No,400000,"80,000",53,0.6666666666666666,General Finance,Consult a financial advisor,40000,
30/12/2024 12:34:46,1,Senior Civil Engineer,2,130000,30000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",15 000,"140,000",No,65000,"90,000",50,0.5,General Finance,Consult a financial advisor,40000,
29/12/2024 17:12:56,0,Supervisor,5,150000,30000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",10 000,,No,200000,"90,000",26,1.3333333333333333,General Finance,Consult a financial advisor,90000,
29/12/2024 17:15:36,0,Deputy Shop Manager,2,130000,250 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","22,000",70000,No,50000,"90,000",33,0.38461538461538464,General Finance,Consult a financial advisor,40000,
10/1/2025 19:40,1,Fashion Designer,2,130000,160000,"Salary, Pension",,Yes,No,,"90,000",14000,140 000,No,400000,"85,000",28,3.076923076923077,General Finance,Consult a financial advisor,90000,
25/12/2024 14:15:41,0,Structural design engineer,3,140000,650000,Salary,pension,Yes,No,,"90,000",15000,180 000,No,50000,"80,000",27,0.35714285714285715,General Finance,Consult a financial advisor,50000,
30/12/2024 13:03:19,1,Electrical Engineering Tech,3,150000,230000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,140 000,No,60000,250000,54,0.4,General Finance,Consult a financial advisor,300000,
30/12/2024 12:30:37,1,unemployed,5,1500000,"400,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,"90,000",10 000,90000,No,5000,75000,44,0.003333333,General Finance,Consult a financial advisor,50000,
30/12/2024 12:44:07,1,Procurement Specialist,4,140000,140 000,"Freelancing, Brand endorsements",,No,No,,"90,000",10 000,170000,No,50000,40000,23,0.35714285714285715,General Finance,Consult a financial advisor,70000,
10/1/2025 19:40,0,Housewife,2,180000,210000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",25 000,180 000,No,45000,"8,000",41,0.25,General Finance,Consult a financial advisor,30000,
30/12/2024 12:30:37,0,small grocery shop,3,130000,"350,000","Salary, Investments, Freelancing",pension,Yes,No,,"90,000",10 000,"180,000",No,55000,70000,23,0.4230769230769231,General Finance,Consult a financial advisor,25000,
10/1/2025 19:40,1,lawyer,4,130000,450000,"Salary, Pension",,Yes,No,,"90,000",10 000,150000,No,5000,25000,45,0.038461538461538464,General Finance,Consult a financial advisor,15000,
4/1/2025 22:47,0,Expert Shop Assistant,5,150000,180 000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",8 000,170000,No,5000,"75,000",55,0.033333333,General Finance,Consult a financial advisor,60000,
4/1/2025 23:10,0,Complaints Dept. Clerk,2,200000,"350,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,5000,"90,000",18000,300000,Yes,47000,280 000,59,0.235,General Finance,Consult a financial advisor,15000,
30/12/2024 12:44:07,1,Senior project Manager,5,140000,"160,000","Salary, Commission",pension,No,Yes,,"90,000",20 000,"180,000",No,35000,"20,000",58,0.25,General Finance,Consult a financial advisor,70000,
19/12/2024 15:18:50,0,,4,600000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",10 000,"200,000",No,15000,"70,000",21,0.025,General Finance,Consult a financial advisor,16000,
30/12/2024 13:03:19,1,Structural design engineer,5,170000,120000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,40000,25 000,130000,No,5000,40000,38,0.029411764705882353,General Finance,Consult a financial advisor,90000,
30/12/2024 12:48:25,1,mason,4,60000,240000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12000,180000,No,180000,35 000,58,3,General Finance,Consult a financial advisor,20000,
30/12/2024 12:26:16,0,Chemist,4,70000,230000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,"150,000",No,50000,80000,43,0.7142857142857143,General Finance,Consult a financial advisor,70000,
30/12/2024 12:18:32,0,Marketing Manager,3,140000,320000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",10000,"150,000",No,70000,"90,000",52,0.5,General Finance,Consult a financial advisor,15000,
14/12/2024 15:23:44,0,Technologist,3,50000,170 000,"Salary, Commission, Investments",,Yes,No,,"90,000",12 000,160000,Yes.I want to save more,35000,300000,31,0.7,General Finance,Consult a financial advisor,85000,
10/1/2025 19:40,0,,4,200000,"220,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",10 000,,No,50000,"70,000",53,0.25,General Finance,Consult a financial advisor,5000,
10/1/2025 19:40,1,Finance Manager,3,200000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,50000,130000,No,45000,500000,49,0.225,General Finance,Consult a financial advisor,70000,
29/12/2024 17:00:56,0,Fashion Designer,4,600000,900000,"Salary, Investments, Freelancing",pension,Yes,No,,"90,000",10 000,240000,No,70000,40 000,47,0.11666666666666667,General Finance,Consult a financial advisor,300000,
30/12/2024 12:30:37,0,Technical officer,4,170000,210000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",12000,"130,000",No,80000,250000,55,0.47058823529411764,General Finance,Consult a financial advisor,50000,
30/12/2024 12:59:20,0,Varnisher,3,130000,140 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,"8,000","90,000",14000,130000,No,45000,"75,000",39,0.34615384615384615,General Finance,Consult a financial advisor,90000,
19/12/2024 15:18:50,0,Cashier,3,55000,"130,000",Salary,pension,No,No,,"90,000",50 000,"150,000",No,1000000,"120,000",55,18.181818181818183,General Finance,Consult a financial advisor,15000,
30/12/2024 12:26:16,0,Insurance Executive,2,65000,150000,"Salary, Investments, Rental income",,No,No,,"90,000",35 000,180 000,No,35000,50000,33,0.5384615384615384,General Finance,Consult a financial advisor,60000,
30/12/2024 12:34:46,0,Car Salesman,4,80000,520000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",10 000,90000,No,120000,200000,50,1.5,General Finance,Consult a financial advisor,15000,
10/1/2025 20:14,1,Sales executive,4,170000,65 000,"Investments (fixed deposits, stocks etc), Salary",pension,No,No,,,70000,"70,000",no,300000,70 000,31,1.7647058823529411,General Finance,Consult a financial advisor,60000,
30/12/2024 12:37:56,0,Compliance Specialist,4,120000,130000,"Salary, Pension",pension,Yes,No,,"90,000","22,000",75000,No,50000,"40,000",33,0.4166666666666667,General Finance,Consult a financial advisor,30000,
14/12/2024 15:18:39,1,Doctor,5,280000,430000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,15000,150000,No,200000,250000,41,0.7142857142857143,General Finance,Consult a financial advisor,85000,
13/12/2024 14:35:24,1,Civil Engineer,4,300000,500000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,,30000,150000,No,150000,300000,23,0.5,General Finance,Consult a financial advisor,16000,
4/1/2025 22:47,0,Finance Manager,2,15000,"45,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",10000,70000,No,45000,"70,000",50,3,General Finance,Consult a financial advisor,20000,
29/12/2024 17:15:36,0,Hotel Manager,4,130000,"240,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",100000,160000,No,50000,"90,000",46,0.38461538461538464,General Finance,Consult a financial advisor,60000,
5/1/2025 0:18,0,Director engineering,3,1500000,"130,000","Salary, Pension",pension,Yes,No,,"90,000",18 000,150000,No,20000,40 000,55,0.013333333333333334,General Finance,Consult a financial advisor,16000,
30/12/2024 12:37:56,1,none,2,180000,140000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,8000,"90,000","12,000",160000,No,50000,"90,000",26,0.2777777777777778,General Finance,Consult a financial advisor,90000,
30/12/2024 12:30:37,0,Forman (Government),2,120000,"300,000","Salary, Commission",pension,Yes,No,,"100,000",10 000,"220,000",No,60000,65 000,21,0.5,General Finance,Consult a financial advisor,20000,
29/12/2024 17:15:36,0,Forman (Government),4,1500000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","18,000",125000,No,500000,"75,000",52,0.3333333333333333,General Finance,Consult a financial advisor,85000,
4/1/2025 23:39,0,University Lecturer,4,160000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"28,000",80000,Yes,5000,150000,38,0.03125,General Finance,Consult a financial advisor,5000,
30/12/2024 12:37:56,1,trainee merchandiser,4,120000,250 000,"Salary, Investments, Self-owned business",pension,Yes,No,8000,"90,000",15000,130 000,No,80000,70000,53,0.6666666666666666,General Finance,Consult a financial advisor,70000,
5/1/2025 0:18,0,Complaints Dept. Clerk,4,160000,100 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,,15000,"140,000",No,45000,"10,000",37,0.28125,General Finance,Consult a financial advisor,50000,
4/1/2025 23:53,0,Secretary,3,170000,140000,Salary,,Yes,No,,"90,000","25,000",150 000,No,45000,"50,000",21,0.2647058823529412,General Finance,Consult a financial advisor,90000,
30/12/2024 13:03:19,1,Quality Inspector,3,150000,180 000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","40,000","150,000",No,50000,"20,000",29,0.3333333333333333,General Finance,Consult a financial advisor,20000,
4/1/2025 22:30,1,Supervisor,2,200000,"180,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","22,000",75000,No,45000,70000,24,0.225,General Finance,Consult a financial advisor,70000,
