Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,Advice 1,Advice 2,Advice 3
30/12/2024 12:26,1,storekeeper,3,160000,240000,Salary,pension,Yes,no,,,78000.0,104500.0,No,57500,50 000,20,23.95833333,General Finance,Consult a financial advisor,,0.315068493,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Start a retirement fund (EPF/ETF) early for compound growth.
30/12/2024 12:59,1,Sound Engineer,4,140000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,38500.0,115500.0,No,26000,65000,24,14.44444444,General Finance,Consult a financial advisor,,0.168831169,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
10/01/2025 19:43,1,Bookmaker,2,60000,260000,"Salary, Investments, Self-owned business",pension,Yes,no,,,43000.0,102000.0,No,115000,80 000,43,44.23076923,General Finance,Consult a financial advisor,,0.793103448,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
29/12/2024 17:00,0,,2,150000,190000,"Freelancing, Brand endorsements",pension,Yes,no,,,70000.0,65500.0,No,54500,300000,36,28.68421053,General Finance,Consult a financial advisor,,0.402214022,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 12:34,1,Technologist,4,130000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,26500.0,96500.0,No,37000,"8,000",36,23.125,General Finance,Consult a financial advisor,,0.300813008,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 12:34,1,Junior Sales Representative,5,160000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,25000.0,174000.0,No,1000,"60,000",25,0.5,General Finance,Consult a financial advisor,,0.005025126,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1-3 months of expenses (even LKR 30,000 can prevent borrowing during crises).","Leverage Community Support: NGOs often provide free meals, school supplies, or medical camps."
29/12/2024 17:12,1,software engineer,3,200000,200000,"Salary, Pension",pension,Yes,no,,,79000.0,116500.0,No,4500,60 000,22,2.25,General Finance,Consult a financial advisor,,0.023017903,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1-3 months of expenses (even LKR 30,000 can prevent borrowing during crises).","Leverage Community Support: NGOs often provide free meals, school supplies, or medical camps."
30/12/2024 12:34,1,Mechanical Engineer,2,170000,320000,"Salary, Commission",pension,Yes,no,,,62000.0,226000.0,No,32000,75000,35,10.0,General Finance,Consult a financial advisor,,0.111111111,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:23,1,Financial Advisor,4,15000,160000,"Freelancing, Brand endorsements",pension,Yes,no,,,24000.0,104500.0,No,31500,"60,000",47,19.6875,General Finance,Consult a financial advisor,,0.245136187,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:30,1,Teacher,2,130000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,21000.0,76000.0,No,73000,35 000,24,42.94117647,General Finance,Consult a financial advisor,,0.75257732,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
30/12/2024 12:34,1,small grocery shop,2,130000,150000,"Salary, Investments, Self-owned business",pension,Yes,no,,,27500.0,98000.0,No,24500,500000,56,16.33333333,General Finance,Consult a financial advisor,,0.195219124,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,"Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
30/12/2024 12:48,1,Housewife,2,85000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,74000.0,81000.0,No,125000,"60,000",49,44.64285714,General Finance,Consult a financial advisor,,0.806451613,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
30/12/2024 12:48,1,Environment specialist,3,150000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,31500.0,90500.0,No,38000,70 000,38,23.75,General Finance,Consult a financial advisor,,0.31147541,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
13/12/2024 15:28,0,Retired,6,380000,380000,"Salary, Pension",,Yes,no,,,100000.0,259500.0,yes,20500,70000,55,5.394736842,General Finance,Consult a financial advisor,,0.057023644,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
,1,Cashier,1,40000,40000,Salary,,No,yes,7500.0,26500.0,,,Yes,6000,15 000,49,15.0,General Finance,Consult a financial advisor,,0.176470588,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
10/01/2025 20:03,1,Sales executive,5,15000,220000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,78000.0,131000.0,No,11000,250000,57,5.0,General Finance,Consult a financial advisor,,0.052631579,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
04/01/2025 23:06,1,Designer,3,140000,220000,Salary,pension,Yes,no,,,33000.0,162000.0,No,25000,90 000,45,11.36363636,General Finance,Consult a financial advisor,,0.128205128,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 23:39,1,Procurement Specialist,2,130000,190000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,64000.0,92500.0,No,33500,65000,36,17.63157895,General Finance,Consult a financial advisor,,0.214057508,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
,1,Deputy General Manager (Construction),3,80000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,54000.0,160500.0,No,5500,60000,59,2.5,General Finance,Consult a financial advisor,,0.025641026,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
30/12/2024 12:48,1,Key Account Manager,3,140000,210000,"Salary, Commission, Investments",,Yes,no,,,28000.0,159000.0,No,23000,"70,000",30,10.95238095,General Finance,Consult a financial advisor,,0.122994652,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:59,1,Civil Engineer,2,150000,200000,"Salary, Investments, Self-owned business",pension,Yes,no,,,44000.0,152500.0,No,3500,300000,43,1.75,General Finance,Consult a financial advisor,,0.017811705,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",2–3 months a year to ban non-essential purchases.,"Avoid seettu (rotating savings group). If desperate, try with a trusted group","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
30/12/2024 12:59,1,Technical officer,4,140000,180000,"Salary, Investments, Rental income",pension,Yes,no,,,11000.0,159000.0,No,10000,70000,23,5.555555556,General Finance,Consult a financial advisor,,0.058823529,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1–3 months of expenses (even LKR 50,000 can prevent borrowing during crises).","Repair, don’t replace: Fix appliances/clothing instead of buying new ones."
04/01/2025 22:47,1,E-Commerce Specialist,2,180000,300000,"Salary, Investments, Rental income",pension,Yes,no,,,20000.0,102000.0,No,178000,"70,000",24,59.33333333,General Finance,Consult a financial advisor,,1.459016393,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,"Invest in short-term fixed deposits (e.g., HNB or Seylan Bank)."
10/01/2025 19:40,1,Tyre Fitter,4,180000,240000,"Salary, Investments, Freelancing",,Yes,no,,,17000.0,196000.0,No,27000,"8,000",27,11.25,General Finance,Consult a financial advisor,,0.126760563,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
29/12/2024 17:00,1,Vehicle Body Repairer,4,1500000,1500000,"Freelancing, Brand endorsements",pension,Yes,no,,,157000.0,311000.0,No,1032000,25000,46,68.8,General Finance,Consult a financial advisor,,2.205128205,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:44,1,retail store,6,125000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,13500.0,89000.0,No,57500,"25,000",20,35.9375,General Finance,Consult a financial advisor,,0.56097561,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Start a retirement fund (EPF/ETF) early for compound growth.
30/12/2024 12:23,1,Workshop manager,3,140000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,19000.0,190000.0,No,41000,"85,000",39,16.4,General Finance,Consult a financial advisor,,0.196172249,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
05/01/2025 00:09,1,Postmaster,5,130000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,15000.0,139000.0,No,16000,200 000,48,9.411764706,General Finance,Consult a financial advisor,,0.103896104,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
30/12/2024 12:48,1,Draftsman,2,130000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,66000.0,156000.0,No,28000,"80,000",51,11.2,General Finance,Consult a financial advisor,,0.126126126,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
