Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,unwanted_spending,basic_needs,WMI,FRF,DSE,CFH
30/12/2024 12:34,1,Junior Sales Representative,5,160000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,25000.0,174000.0,No,1000,"60,000",25,0.5,General Finance,Consult a financial advisor,0.0,0.005025126,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",25000.0,174000.0,0.00012740694300082206,0.25064304891114847,3.367943752798907e-06,5.964944906640074
29/12/2024 17:12,1,software engineer,3,200000,200000,"Salary, Pension",pension,Yes,no,0.0,0.0,79000.0,116500.0,No,4500,60 000,22,2.25,General Finance,Consult a financial advisor,0.0,0.023017903,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",79000.0,116500.0,0.00038160455159167654,0.23195246479222426,1.0048960787403994e-06,77.31759978973366
30/12/2024 12:34,1,Mechanical Engineer,2,170000,320000,"Salary, Commission",pension,Yes,no,0.0,0.0,62000.0,226000.0,No,32000,75000,35,10.0,General Finance,Consult a financial advisor,0.0,0.111111111,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",62000.0,226000.0,0.005565541615044615,0.32785709884756326,1.735417581587351e-06,5088.25039308578
30/12/2024 12:23,1,Financial Advisor,4,15000,160000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,24000.0,104500.0,No,31500,"60,000",47,19.6875,General Finance,Consult a financial advisor,0.0,0.245136187,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",24000.0,104500.0,0.061272204788199884,0.4672442081959564,2.7877580735878956e-06,1905.2289439671156
30/12/2024 12:30,1,Teacher,2,130000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,21000.0,76000.0,No,73000,35 000,24,42.94117647,General Finance,Consult a financial advisor,0.0,0.75257732,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",21000.0,76000.0,0.026642721797996233,0.4252069975024528,9.864362940312331e-06,46207.76330263096
30/12/2024 12:34,1,small grocery shop,2,130000,150000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,27500.0,98000.0,No,24500,500000,56,16.33333333,General Finance,Consult a financial advisor,0.0,0.195219124,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",27500.0,98000.0,0.008934123298519248,0.39873388003929144,1.989583378600415e-06,5921.8915726354135
30/12/2024 12:48,1,Housewife,2,85000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,74000.0,81000.0,No,125000,"60,000",49,44.64285714,General Finance,Consult a financial advisor,0.0,0.806451613,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",74000.0,81000.0,0.05041192544375556,0.5023998202190885,8.137592246985894e-07,99887.50578839496
30/12/2024 12:48,1,Environment specialist,3,150000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,31500.0,90500.0,No,38000,70 000,38,23.75,General Finance,Consult a financial advisor,0.0,0.31147541,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",31500.0,90500.0,0.007949942074927021,0.3639578460128762,3.655515702982374e-06,12396.097905226457
13/12/2024 15:28,0,Retired,6,380000,380000,"Salary, Pension",,Yes,no,0.0,0.0,100000.0,259500.0,yes,20500,70000,55,5.394736842,General Finance,Consult a financial advisor,0.0,0.057023644,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",100000.0,259500.0,0.0006104296365112302,0.37042738525328484,1.4867712392758027e-07,1832.6475238426244
,1,Cashier,1,40000,40000,Salary,,No,yes,7500.0,26500.0,0.0,0.0,Yes,6000,15 000,49,15.0,General Finance,Consult a financial advisor,0.0,0.176470588,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.0,0.0,1.5819574964863408,1.111422710057249,16790337.6667271,7017633.350189692
10/01/2025 20:03,1,Sales executive,5,15000,220000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,78000.0,131000.0,No,11000,250000,57,5.0,General Finance,Consult a financial advisor,0.0,0.052631579,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",78000.0,131000.0,0.008724604435953279,0.3824362202835776,1.8238671306725642e-07,133.97391267023502
04/01/2025 23:06,1,Designer,3,140000,220000,Salary,pension,Yes,no,0.0,0.0,33000.0,162000.0,No,25000,90 000,45,11.36363636,General Finance,Consult a financial advisor,0.0,0.128205128,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",33000.0,162000.0,0.005592793899441767,0.36719311179892106,2.5642859597701572e-06,4656.0025854642245
04/01/2025 23:39,1,Procurement Specialist,2,130000,190000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,64000.0,92500.0,No,33500,65000,36,17.63157895,General Finance,Consult a financial advisor,0.0,0.214057508,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",64000.0,92500.0,0.0074724079762714295,0.33918072726478987,1.61764959898008e-06,6646.982173686269
,1,Deputy General Manager (Construction),3,80000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,54000.0,160500.0,No,5500,60000,59,2.5,General Finance,Consult a financial advisor,0.0,0.025641026,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",54000.0,160500.0,0.001646261645430086,0.3788218134842537,3.989294567100807e-07,152.80484138592834
30/12/2024 12:48,1,Key Account Manager,3,140000,210000,"Salary, Commission, Investments",,Yes,no,0.0,0.0,28000.0,159000.0,No,23000,"70,000",30,10.95238095,General Finance,Consult a financial advisor,0.0,0.122994652,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",28000.0,159000.0,0.005050195991452325,0.3063785507784127,4.839057179216527e-06,3454.49142523748
30/12/2024 12:59,1,Civil Engineer,2,150000,200000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,44000.0,152500.0,No,3500,300000,43,1.75,General Finance,Consult a financial advisor,0.0,0.017811705,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",44000.0,152500.0,0.00082637116515063,0.3347976438485852,2.045400519523038e-06,78.34952307572051
30/12/2024 12:59,1,Technical officer,4,140000,180000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,11000.0,159000.0,No,10000,70000,23,5.555555556,General Finance,Consult a financial advisor,0.0,0.058823529,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",11000.0,159000.0,0.0025504057760574466,0.24968264581285232,1.4360502334113553e-05,836.5949895185312
04/01/2025 22:47,1,E-Commerce Specialist,2,180000,300000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,20000.0,102000.0,No,178000,"70,000",24,59.33333333,General Finance,Consult a financial advisor,0.0,1.459016393,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",20000.0,102000.0,0.05320717851082984,0.715272812069992,1.1055870656651249e-05,323182.01802679687
10/01/2025 19:40,1,Tyre Fitter,4,180000,240000,"Salary, Investments, Freelancing",,Yes,no,0.0,0.0,17000.0,196000.0,No,27000,"8,000",27,11.25,General Finance,Consult a financial advisor,0.0,0.126760563,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",17000.0,196000.0,0.004656775603470541,0.2974355813336397,8.275513020664539e-06,5681.088327650511
29/12/2024 17:00,1,Vehicle Body Repairer,4,1500000,1500000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,157000.0,311000.0,No,1032000,25000,46,68.8,General Finance,Consult a financial advisor,0.0,2.205128205,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",157000.0,311000.0,0.010013642101436094,0.6594624641159785,2.518923607453818e-07,3619426.247998438
30/12/2024 12:44,1,retail store,6,125000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,13500.0,89000.0,No,57500,"25,000",20,35.9375,General Finance,Consult a financial advisor,0.0,0.56097561,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",13500.0,89000.0,0.010342564686627382,0.3930104715899999,8.046175783109643e-06,28325.040222107727
30/12/2024 12:23,1,Workshop manager,3,140000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,19000.0,190000.0,No,41000,"85,000",39,16.4,General Finance,Consult a financial advisor,0.0,0.196172249,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",19000.0,190000.0,0.011877131555489005,0.3969891154671852,7.188769497808843e-06,14982.804375005613
05/01/2025 00:09,1,Postmaster,5,130000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,15000.0,139000.0,No,16000,200 000,48,9.411764706,General Finance,Consult a financial advisor,0.0,0.103896104,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",15000.0,139000.0,0.003775606320768454,0.3708345449475641,4.494850874928911e-06,2814.757189538479
30/12/2024 12:48,1,Draftsman,2,130000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,66000.0,156000.0,No,28000,"80,000",51,11.2,General Finance,Consult a financial advisor,0.0,0.126126126,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",66000.0,156000.0,0.006554485445238757,0.3806262014722848,8.082564090663047e-07,4545.252725477118
10/01/2025 19:52,1,Compliance Specialist,3,200000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,118000.0,242500.0,No,1439500,90 000,26,79.97222222,General Finance,Consult a financial advisor,0.0,3.993065187,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",118000.0,242500.0,0.2935549735746302,0.9609848352822126,7.095495010589897e-07,9992738.483575994
10/01/2025 19:40,1,Draftsman,3,200000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,53000.0,82000.0,No,65000,90 000,59,32.5,General Finance,Consult a financial advisor,0.0,0.481481481,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",53000.0,82000.0,0.008771344881261682,0.4335835442600161,4.829663540697023e-07,38850.70834506215
30/12/2024 12:30,1,Tyre Fitter,1,130000,130000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,yes,10000.0,71500.0,0.0,0.0,No,48500,"200,000",57,37.30769231,General Finance,Consult a financial advisor,0.0,0.595092025,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.0,0.0,4.7235879602327016,1.1300270019273206,10608348.12093889,1165391282.7670379
04/01/2025 23:53,1,IT Manager,2,200000,280000,Salary,,Yes,no,0.0,0.0,36000.0,119000.0,No,125000,200 000,20,44.64285714,General Finance,Consult a financial advisor,0.0,0.806451613,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",36000.0,119000.0,0.02253778502357786,0.4103898668179336,4.50567912506398e-06,94860.0337599506
30/12/2024 12:44,0,none,1,1000000,1000000,"Salary, Self-owned business",pension,No,yes,620.0,109000.0,0.0,0.0,No,890380,65 000,51,89.038,General Finance,Consult a financial advisor,0.0,8.122422916,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.0,0.0,14.942175380349145,1.116516863564841,21112805.130588442,606836275862.5215
30/12/2024 12:44,1,senior graduate teacher,4,140000,150000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,14000.0,109000.0,No,27000,"70,000",41,18.0,General Finance,Consult a financial advisor,0.0,0.219512195,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",14000.0,109000.0,0.007235679598663331,0.3756525954868385,8.619971599673088e-06,8581.715249902292
27/12/2024 20:51,1,retail store,3,170000,250000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,61000.0,146500.0,No,42500,"90,000",35,17.0,General Finance,Consult a financial advisor,0.0,0.204819277,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",61000.0,146500.0,0.005588182974474502,0.33913261459137,1.481528323244513e-06,10083.982887697546
,1,Stagehand,3,15000,40000,Salary,,Yes,no,0.0,0.0,8000.0,0.0,No,32000,70000,34,80.0,General Finance,Consult a financial advisor,0.0,4.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",8000.0,0.0,0.13264713064479333,0.6246928734481259,2.8276391491564774e-05,69099349.8344621
30/12/2024 13:03,1,merchandiser,2,140000,180000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,27500.0,111500.0,No,41000,"25,000",41,22.77777778,General Finance,Consult a financial advisor,0.0,0.294964029,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",27500.0,111500.0,0.013494518091142636,0.38853992351165645,4.951671190629092e-06,14779.076781560752
04/01/2025 23:46,1,Chemical Lab Technician,4,180000,180000,"Salary, Commission, Investments",,No,no,0.0,0.0,39500.0,90000.0,No,50500,"8,000",43,28.05555556,General Finance,Consult a financial advisor,0.0,0.38996139,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",39500.0,90000.0,0.006543749823674194,0.3878292504228542,1.8500476951687495e-06,22055.495085731447
30/12/2024 12:48,1,lawyer,3,130000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,96000.0,361000.0,yes,1343000,"60,000",43,74.61111111,General Finance,Consult a financial advisor,0.0,2.938730853,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",96000.0,361000.0,0.8672880336333343,1.0855150034624643,6.728056226286383e-07,8585333.973995486
30/12/2024 13:03,1,Insurance Executive,4,130000,140000,"Salary, Pension",pension,Yes,no,0.0,0.0,12500.0,112000.0,No,15500,50 000,31,11.07142857,General Finance,Consult a financial advisor,0.0,0.124497992,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",12500.0,112000.0,0.004350415045021685,0.3087116813574161,1.2306209753317285e-05,2457.784410067679
10/01/2025 19:40,1,Senior Civil Engineer,2,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,0.0,0.0,144000.0,357000.0,No,999000,"200,000",59,66.6,General Finance,Consult a financial advisor,0.0,1.994011976,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",144000.0,357000.0,0.018238144564309527,0.6937435973854977,1.58598299203181e-07,3625309.907783284
30/12/2024 13:03,1,small grocery shop,4,160000,290000,Salary,,No,no,0.0,0.0,42000.0,221000.0,No,27000,"15,000",24,9.310344828,General Finance,Consult a financial advisor,0.0,0.102661597,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",42000.0,221000.0,0.0032034141551559293,0.2688062386974405,2.2561658272801484e-06,3367.747495005919
10/01/2025 20:03,1,Technologist,3,180000,350000,"Salary, ",pension,Yes,no,0.0,0.0,64000.0,157000.0,No,129000,"25,000",52,36.85714286,General Finance,Consult a financial advisor,0.0,0.583710407,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",64000.0,157000.0,0.018080463821057657,0.50161756978603,7.008516563076896e-07,122863.20713056969
30/12/2024 12:59,1,Dancer,2,150000,750000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,109000.0,249000.0,Yes,392000,80000,21,52.26666667,General Finance,Consult a financial advisor,0.0,1.094972067,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",109000.0,249000.0,0.07712736015699616,0.523699990366547,9.030418155838174e-07,538694.4438439416
30/12/2024 12:44,1,Compliance Specialist,4,35000,900000,"Salary, Self-owned business",pension,Yes,no,0.0,0.0,191000.0,317500.0,No,391500,65000,45,43.5,General Finance,Consult a financial advisor,0.0,0.769911504,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",191000.0,317500.0,0.377388932588772,0.5239168028193223,1.6384283817762288e-07,200956.74039066964
30/12/2024 12:48,1,Supervisor,5,140000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,18000.0,236000.0,No,26000,40 000,39,9.285714286,General Finance,Consult a financial advisor,0.0,0.102362205,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",18000.0,236000.0,0.005049029718251552,0.3594818729108802,5.0025125056647285e-06,5811.810725214607
10/01/2025 19:40,0,,2,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,98000.0,355000.0,No,1047000,"75,000",35,69.8,General Finance,Consult a financial advisor,0.0,2.311258278,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",98000.0,355000.0,0.02116316612010781,0.7246770981394155,1.097295544218231e-06,3875454.5157212145
30/12/2024 12:30,1,Junior Sales Representative,4,150000,430000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,83000.0,182000.0,No,165000,"90,000",29,38.37209302,General Finance,Consult a financial advisor,0.0,0.622641509,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",83000.0,182000.0,0.017193250881103465,0.4410740757934004,8.78594941835842e-07,129501.34518243282
10/01/2025 19:40,1,Store keeper,3,110000,110000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,8000.0,91000.0,No,11000,"90,000",34,10.0,General Finance,Consult a financial advisor,0.0,0.111111111,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",8000.0,91000.0,0.0057532082858812485,0.32015549484840106,2.6246375549648453e-05,1612.4095608888542
27/12/2024 20:51,1,Sales executive,4,150000,150000,"Freelancing, Brand endorsements",pension,No,no,0.0,0.0,11500.0,115000.0,No,23500,"90,000",30,15.66666667,General Finance,Consult a financial advisor,0.0,0.185770751,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",11500.0,115000.0,0.005997299089784713,0.32121659601707403,1.4294128316250453e-05,6005.7652753923885
