Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
38,1,No,No,no,3,38000,70 000,,,,31500.0,90500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.31147541,23.75,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Environment specialist,150000,160000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Use AI-based Portfolio Managers,Avoid Crypto Without Research
55,0,Yes,yes,no,6,20500,70000,,,,100000.0,259500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.057023644,5.394736842,13/12/2024 15:28,,"Salary, Pension",Retired,380000,380000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Dividend-paying Stocks,Avoid Timing the Market
49,1,No,Yes,yes,1,6000,15 000,,7500.0,26500.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.176470588,15.0,,,Salary,Cashier,40000,40000,Consult a financial advisor,General Finance,Invest in Index Funds,Stock Options Learning,Don't Invest on Borrowed Money
57,1,Yes,No,no,5,11000,250000,pension,,,78000.0,131000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.052631579,5.0,10/01/2025 20:03,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Sales executive,15000,220000,Consult a financial advisor,General Finance,Consider Pension Schemes,Diversify with Islamic Finance,Avoid Ignoring Fees
45,1,Yes,No,no,3,25000,90 000,pension,,,33000.0,162000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.128205128,11.36363636,04/01/2025 23:06,,Salary,Designer,140000,220000,Consult a financial advisor,General Finance,Use Budgeting Tools,Try Automated Saving Apps,Avoid Timing the Market
36,1,Yes,No,no,2,33500,65000,,,,64000.0,92500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.214057508,17.63157895,04/01/2025 23:39,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Procurement Specialist,130000,190000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Start ESG Investment,Avoid Timing the Market
59,1,Yes,No,no,3,5500,60000,,,,54000.0,160500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.025641026,2.5,,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Deputy General Manager (Construction),80000,220000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Try Crypto ETFs,Avoid Undocumented Assets
30,1,Yes,No,no,3,23000,"70,000",,,,28000.0,159000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.122994652,10.95238095,30/12/2024 12:48,,"Salary, Commission, Investments",Key Account Manager,140000,210000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Real Estate Trusts,Avoid Investing Without Emergency Fund
43,1,Yes,No,no,2,3500,300000,pension,,,44000.0,152500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.017811705,1.75,30/12/2024 12:59,,"Salary, Investments, Self-owned business",Civil Engineer,150000,200000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Real Estate Trusts,Avoid Ignoring Tax Implications
23,1,Yes,No,no,4,10000,70000,pension,,,11000.0,159000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.058823529,5.555555556,30/12/2024 12:59,,"Salary, Investments, Rental income",Technical officer,140000,180000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Try Automated Saving Apps,Avoid Ignoring Tax Implications
24,1,Yes,No,no,2,178000,"70,000",pension,,,20000.0,102000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.459016393,59.33333333,04/01/2025 22:47,,"Salary, Investments, Rental income",E-Commerce Specialist,180000,300000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Participate in Micro Investing,Avoid Undocumented Assets
27,1,Yes,No,no,4,27000,"8,000",,,,17000.0,196000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.126760563,11.25,10/01/2025 19:40,,"Salary, Investments, Freelancing",Tyre Fitter,180000,240000,Consult a financial advisor,General Finance,Real Estate (small plots),Peer-to-Peer Lending,Don't Chase Unrealistic Returns
46,1,Yes,No,no,4,1032000,25000,pension,,,157000.0,311000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",2.205128205,68.8,29/12/2024 17:00,,"Freelancing, Brand endorsements",Vehicle Body Repairer,1500000,1500000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Explore Structured Products,Avoid Frequent Trading
20,1,Yes,No,no,6,57500,"25,000",,,,13500.0,89000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.56097561,35.9375,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Salary",retail store,125000,160000,Consult a financial advisor,General Finance,Open a Forex Account,Dividend-paying Stocks,Don't Trust Unlicensed Advisors
39,1,Yes,No,no,3,41000,"85,000",pension,,,19000.0,190000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.196172249,16.4,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Workshop manager,140000,250000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Automated Saving Apps,Avoid High Leverage
48,1,Yes,No,no,5,16000,200 000,pension,,,15000.0,139000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.103896104,9.411764706,05/01/2025 00:09,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Postmaster,130000,170000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Green Bonds,Avoid Non-Diversified Portfolios
51,1,Yes,No,no,2,28000,"80,000",pension,,,66000.0,156000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.126126126,11.2,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Draftsman,130000,250000,Consult a financial advisor,General Finance,Invest in Index Funds,Balanced Mutual Funds,Avoid Unregulated Investments
26,1,No,No,no,3,1439500,90 000,,,,118000.0,242500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",3.993065187,79.97222222,10/01/2025 19:52,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Compliance Specialist,200000,1800000,Consult a financial advisor,General Finance,Open a Forex Account,Green Bonds,Avoid High Leverage
59,1,No,No,no,3,65000,90 000,,,,53000.0,82000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.481481481,32.5,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Draftsman,200000,200000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Explore Foreign Stocks,Avoid Non-Diversified Portfolios
57,1,Yes,No,yes,1,48500,"200,000",pension,10000.0,71500.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.595092025,37.30769231,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Salary",Tyre Fitter,130000,130000,Consult a financial advisor,General Finance,Start Emergency Fund,Try Crypto ETFs,Avoid High Leverage
20,1,Yes,No,no,2,125000,200 000,,,,36000.0,119000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.806451613,44.64285714,04/01/2025 23:53,,Salary,IT Manager,200000,280000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Open Dollar Account,Avoid Investing Without Emergency Fund
51,0,No,No,yes,1,890380,65 000,pension,620.0,109000.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",8.122422916,89.038,30/12/2024 12:44,,"Salary, Self-owned business",none,1000000,1000000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Dividend-paying Stocks,Avoid Timing the Market
41,1,Yes,No,no,4,27000,"70,000",pension,,,14000.0,109000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.219512195,18.0,30/12/2024 12:44,,"Salary, Commission, Investments",senior graduate teacher,140000,150000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Dividend-paying Stocks,Avoid Crypto Without Research
35,1,Yes,No,no,3,42500,"90,000",pension,,,61000.0,146500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.204819277,17.0,27/12/2024 20:51,,"Freelancing, Brand endorsements",retail store,170000,250000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Precious Metal Mutual Funds,Don't Chase Unrealistic Returns
34,1,Yes,No,no,3,32000,70000,,,,8000.0,,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",4.0,80.0,,,Salary,Stagehand,15000,40000,Consult a financial advisor,General Finance,Buy ETFs,Start Robo-Advisory Investment,Avoid Ignoring Tax Implications
41,1,Yes,No,no,2,41000,"25,000",pension,,,27500.0,111500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.294964029,22.77777778,30/12/2024 13:03,,"Salary, Investments, Self-owned business",merchandiser,140000,180000,Consult a financial advisor,General Finance,Use Budgeting Tools,Start Robo-Advisory Investment,Avoid Non-Diversified Portfolios
43,1,No,No,no,4,50500,"8,000",,,,39500.0,90000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.38996139,28.05555556,04/01/2025 23:46,,"Salary, Commission, Investments",Chemical Lab Technician,180000,180000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Real Estate Trusts,Avoid Investing Without Emergency Fund
43,1,Yes,yes,no,3,1343000,"60,000",,,,96000.0,361000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2.938730853,74.61111111,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",lawyer,130000,1800000,Consult a financial advisor,General Finance,Invest in REITs,Participate in Micro Investing,Avoid Overexposure to One Sector
31,1,Yes,No,no,4,15500,50 000,pension,,,12500.0,112000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.124497992,11.07142857,30/12/2024 13:03,,"Salary, Pension",Insurance Executive,130000,140000,Consult a financial advisor,General Finance,Real Estate (small plots),Participate in Micro Investing,Avoid Ignoring Fees
59,1,No,No,no,2,999000,"200,000",pension,,,144000.0,357000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.994011976,66.6,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary",Senior Civil Engineer,1500000,1500000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Dividend-paying Stocks,Avoid High Leverage
24,1,No,No,no,4,27000,"15,000",,,,42000.0,221000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.102661597,9.310344828,30/12/2024 13:03,,Salary,small grocery shop,160000,290000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Green Bonds,Avoid Timing the Market
52,1,Yes,No,no,3,129000,"25,000",pension,,,64000.0,157000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.583710407,36.85714286,10/01/2025 20:03,,"Salary, ",Technologist,180000,350000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Stock Options Learning,Avoid Frequent Trading
21,1,Yes,Yes,no,2,392000,80000,pension,,,109000.0,249000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",1.094972067,52.26666667,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Salary",Dancer,150000,750000,Consult a financial advisor,General Finance,Invest in REITs,Explore Foreign Stocks,Avoid Timing the Market
45,1,Yes,No,no,4,391500,65000,pension,,,191000.0,317500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.769911504,43.5,30/12/2024 12:44,,"Salary, Self-owned business",Compliance Specialist,35000,900000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Diversify with Islamic Finance,Avoid Ponzi Schemes
39,1,Yes,No,no,5,26000,40 000,pension,,,18000.0,236000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.102362205,9.285714286,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Supervisor,140000,280000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Try Crowdfunding Platforms,Avoid Emotion-Driven Decisions
35,0,Yes,No,no,2,1047000,"75,000",,,,98000.0,355000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2.311258278,69.8,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,1500000,1500000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Open Dollar Account,Avoid Overlapping Insurance-Investments
29,1,Yes,No,no,4,165000,"90,000",pension,,,83000.0,182000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.622641509,38.37209302,30/12/2024 12:30,,"Salary, Freelancing",Junior Sales Representative,150000,430000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Use AI-based Portfolio Managers,Avoid Investing Without Emergency Fund
34,1,Yes,No,no,3,11000,"90,000",pension,,,8000.0,91000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.111111111,10.0,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary",Store keeper,110000,110000,Consult a financial advisor,General Finance,Invest in REITs,Start Robo-Advisory Investment,Avoid Ignoring Tax Implications
30,1,No,No,no,4,23500,"90,000",pension,,,11500.0,115000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.185770751,15.66666667,27/12/2024 20:51,,"Freelancing, Brand endorsements",Sales executive,150000,150000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Explore Foreign Stocks,Avoid Overexposure to One Sector
40,0,Yes,No,no,4,38500,"50,000",,,,25000.0,86500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.34529148,25.66666667,10/01/2025 19:54,,"Salary, Commission, Investments",,70000,150000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Real Estate Trusts,Don't Invest on Borrowed Money
29,1,Yes,No,no,2,45500,130000,Event performances,,,26500.0,68000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.481481481,32.5,13/12/2024 14:38,,"Salary, Pension",Junior Sales Representative,140000,140000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Invest in Collectibles,Avoid Frequent Trading
25,1,Yes,No,no,2,66000,"75,000",pension,,,56000.0,88000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.458333333,31.42857143,30/12/2024 12:44,,"Salary, Investments, Rental income",small grocery shop,110000,210000,Consult a financial advisor,General Finance,Buy ETFs,Invest in Collectibles,Avoid High-Risk Derivatives
39,1,Yes,No,no,3,31500,75000,,,,38000.0,90500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.245136187,19.6875,30/12/2024 12:34,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",retail store,140000,160000,Consult a financial advisor,General Finance,Buy ETFs,Invest in Collectibles,Avoid Ignoring Tax Implications
28,0,Yes,No,no,2,74000,400000,pension,,,19000.0,127000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.506849315,33.63636364,10/01/2025 20:03,,"Freelancing, Brand endorsements",,130000,220000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Precious Metal Mutual Funds,Avoid Overexposure to One Sector
35,1,Yes,No,no,4,98500,300000,,,,39000.0,162500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.488833747,32.83333333,30/12/2024 12:48,,"Salary, Commission",Housewife,170000,300000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Green Bonds,Avoid Overlapping Insurance-Investments
35,1,Yes,No,no,3,15500,"90,000",pension,,,27000.0,177500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.075794621,7.045454545,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Electrical Engineering Tech,125000,220000,Consult a financial advisor,General Finance,Real Estate (small plots),Start ESG Investment,Avoid Non-Diversified Portfolios
40,1,Yes,No,no,4,17000,"8,000",pension,,,63000.0,220000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.060070671,5.666666667,30/12/2024 12:18,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",University Lecturer,300000,300000,Consult a financial advisor,General Finance,Start Emergency Fund,Explore Structured Products,Avoid Ponzi Schemes
