Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
30/12/2024 12:48,1,Draftsman,2,130000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,80 000,,No,5000,"80,000",51,0.038461538461538464,General Finance,Consult a financial advisor,,54.69981666,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:52,1,Compliance Specialist,3,200000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000","18,000",140 000,,No,40000,90 000,26,0.2,General Finance,Consult a financial advisor,,67.04438553,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
10/01/2025 19:40,1,Draftsman,3,200000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10 000,"130,000",,No,35000,90 000,59,0.175,General Finance,Consult a financial advisor,,58.71620192,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,1,Tyre Fitter,1,130000,"130,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,yes,10000,"90,000","10,000",180 000,,No,50000,"200,000",57,0.38461538461538464,General Finance,Consult a financial advisor,,62.96566878,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:53,1,IT Manager,2,200000,280000,Salary,,Yes,no,,,22000,75000,,No,300000,200 000,20,1.5,General Finance,Consult a financial advisor,,68.52987814,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,0,none,1,1000000,1000000,"Salary, Self-owned business",pension,No,yes,62000,"90,000",10 000,"75,000",,No,50000,65 000,51,0.05,General Finance,Consult a financial advisor,,58.89489175,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,senior graduate teacher,4,140000,"150,000","Salary, Commission, Investments",pension,Yes,no,,"90,000",12 000,140000,,No,47000,"70,000",41,0.3357142857142857,General Finance,Consult a financial advisor,,65.63661897,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:51,1,retail store,3,170000,"250,000","Freelancing, Brand endorsements",pension,Yes,no,,"90,000",10 000,80000,,No,70000,"90,000",35,0.4117647058823529,General Finance,Consult a financial advisor,,63.78978602,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
,1,Stagehand,3,15000,40 000,Salary,,Yes,no,,25 000,15 000,"120,000",,No,30000,70000,34,2,General Finance,Consult a financial advisor,,70.56240557,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,merchandiser,2,140000,180 000,"Salary, Investments, Self-owned business",pension,Yes,no,,,"15,000","160,000",,No,50000,"25,000",41,0.35714285714285715,General Finance,Consult a financial advisor,,63.91827019,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:46,1,Chemical Lab Technician,4,180000,"180,000","Salary, Commission, Investments",,No,no,,"90,000",18000,140 000,,No,15000,"8,000",43,0.083333333,General Finance,Consult a financial advisor,,62.23959132,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:48,1,lawyer,3,130000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",22 000,"140,000",,yes,45000,"60,000",43,0.34615384615384615,General Finance,Consult a financial advisor,,63.29724679,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,Insurance Executive,4,130000,140 000,"Salary, Pension",pension,Yes,no,,"90,000","12,000",150000,,No,30000,50 000,31,0.23076923076923078,General Finance,Consult a financial advisor,,63.06426906,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Senior Civil Engineer,2,1500000,"1,500,000","Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",15000,,,No,40000,"200,000",59,0.026666667,General Finance,Consult a financial advisor,,57.7542874,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,small grocery shop,4,160000,130 000,Salary,,No,no,,"90,000",100000,"140,000",,No,60000,"15,000",24,0.375,General Finance,Consult a financial advisor,,56.65874671,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 20:03,1,Technologist,3,180000,350000,"Salary, ",pension,Yes,no,,"90,000",12 000,180 000,,No,500000,"25,000",52,2.7777777777777777,General Finance,Consult a financial advisor,,67.93286058,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Dancer,2,150000,750000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",35000,28 000 ,,Yes,5000,80000,21,0.033333333,General Finance,Consult a financial advisor,,64.83927493,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:44,1,Compliance Specialist,4,35000,900000,"Salary, Self-owned business",pension,Yes,no,,,50000,140000,,No,45000,65000,45,1.2857142857142858,General Finance,Consult a financial advisor,,61.97769598,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:48,1,Supervisor,5,140000,"280,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","15,000",170000,,No,8000,40 000,39,0.057142857,General Finance,Consult a financial advisor,,59.38915036,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:40,0,,2,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,180 000,,No,35000,"75,000",35,0.023333333333333334,General Finance,Consult a financial advisor,,58.07260247,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,Junior Sales Representative,4,150000,430000,"Salary, Freelancing",pension,Yes,no,,"90,000","15,000",85 000,,No,45000,"90,000",29,0.3,General Finance,Consult a financial advisor,,70.36949877,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
10/01/2025 19:40,1,Store keeper,3,110000,"110,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,"180,000",,No,50000,"90,000",34,0.45454545454545453,General Finance,Consult a financial advisor,,66.36236261,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:51,1,Sales executive,4,150000,"150,000","Freelancing, Brand endorsements",pension,No,no,,"90,000",10 000,170000,,No,5000,"90,000",30,0.033333333,General Finance,Consult a financial advisor,,57.43927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:54,0,,4,70000,"150,000","Salary, Commission, Investments",,Yes,no,,"90,000","15,000",85 000,,No,5000,"50,000",40,0.071428571,General Finance,Consult a financial advisor,,61.30388401,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
13/12/2024 14:38,1,Junior Sales Representative,2,140000,140000,"Salary, Pension",Event performances,Yes,no,,,"22,000",150 000,,No,60000,130000,29,0.42857142857142855,General Finance,Consult a financial advisor,,71.2548585,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,small grocery shop,2,110000,210000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000",15000,"200,000",,No,50000,"75,000",25,0.45454545454545453,General Finance,Consult a financial advisor,,69.86236261,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,retail store,3,140000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,"160,000",,No,500000,75000,39,3.5714285714285716,General Finance,Consult a financial advisor,,70.37284676,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 20:03,0,,2,130000,"220,000","Freelancing, Brand endorsements",pension,Yes,no,,"90,000",110000,170000,,No,150000,400000,28,1.1538461538461537,General Finance,Consult a financial advisor,,58.42339984,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,Housewife,4,170000,300000,"Salary, Commission",,Yes,no,,30 000,14000,160000,,No,5000,300000,35,0.029411764705882353,General Finance,Consult a financial advisor,,57.86646786,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,Electrical Engineering Tech,3,125000,"220,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",18000,"200,000",,No,60000,"90,000",35,0.48,General Finance,Consult a financial advisor,,62.32383514,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:18,1,University Lecturer,4,300000,300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",40000,85000,,No,45000,"8,000",40,0.15,General Finance,Consult a financial advisor,,52.07546144,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:10,1,University Lecturer,3,170000,320000,"Salary, Business profits",,No,no,,"90,000",10000,75000,,yes,35000,500000,30,0.20588235294117646,General Finance,Consult a financial advisor,,61.79655449,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:06,1,Varnisher,4,170000,"170,000","Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",40 000 ,85000,,No,70000,"30,000",58,0.4117647058823529,General Finance,Consult a financial advisor,,63.18978602,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Environment specialist,2,150000,220 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","18,000",160000,,No,5000,"80,000",30,0.033333333,General Finance,Consult a financial advisor,,57.58927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:23,1,trainee merchandiser,2,130000,"280,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",12 000,160000,,No,50000,"90,000",59,0.38461538461538464,General Finance,Consult a financial advisor,,62.96566878,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,Doctor,4,60000,"160,000","Salary, Pension",pension,Yes,no,,"90,000",100000,"150,000",,No,20000,"200,000",31,0.3333333333333333,General Finance,Consult a financial advisor,,52.07111861,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Tyre Fitter,4,130000,"400,000","Salary, Self-owned business",,Yes,no,,"90,000",40 000 ,160000,,No,50000,"85,000",55,0.38461538461538464,General Finance,Consult a financial advisor,,62.96566878,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:26,1,Insurance Manager,4,180000,180 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,125000,,No,400000,30 000,54,2.2222222222222223,General Finance,Consult a financial advisor,,64.97964615,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:26,1,University Lecturer,2,120000,90 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,"150,000",,No,50000,"8,000",35,0.4166666666666667,General Finance,Consult a financial advisor,,64.82099427,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:00,1,Draftsman,4,120000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000","12,000",180 000,,No,30000,"90,000",53,0.25,General Finance,Consult a financial advisor,,61.84402114,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,Insurance Executive,3,130000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","12,000",140000,,No,90000,"90,000",29,0.6923076923076923,General Finance,Consult a financial advisor,,70.74886824,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,0,,3,140000,150000,"Salary, Investments",,Yes,no,,"90,000",10 000,60 000 ,,no,150000,20000,38,1.0714285714285714,General Finance,Consult a financial advisor,,68.57467306,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:59,0,,3,60000,170000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",13000,90 000,,No,400000,"15,000",51,6.666666666666667,General Finance,Consult a financial advisor,,68.17292964,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Warehouse Manager,3,600000,600000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",13000,200000,,No,400000,"80,000",53,0.6666666666666666,General Finance,Consult a financial advisor,,63.18574109,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Senior Civil Engineer,2,130000,130000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",15 000,"140,000",,No,65000,"90,000",50,0.5,General Finance,Consult a financial advisor,,63.63408412,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:12,1,Supervisor,5,150000,150000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,,,No,200000,"90,000",26,1.3333333333333333,General Finance,Consult a financial advisor,,74.12412523,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:15,1,Deputy Shop Manager,2,130000,250 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","22,000",70000,,No,50000,"90,000",33,0.38461538461538464,General Finance,Consult a financial advisor,,59.6799545,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Fashion Designer,2,130000,160000,"Salary, Pension",,Yes,no,,"90,000",14000,140 000,,No,400000,"85,000",28,3.076923076923077,General Finance,Consult a financial advisor,,76.26343061,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
25/12/2024 14:15,1,Structural design engineer,3,140000,650000,Salary,pension,Yes,no,,"90,000",15000,180 000,,No,50000,"80,000",27,0.35714285714285715,General Finance,Consult a financial advisor,,70.79327019,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Electrical Engineering Tech,3,150000,230000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,140 000,,No,60000,250000,54,0.4,General Finance,Consult a financial advisor,,63.09361422,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,0,unemployed,5,1500000,"1,500,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,90000,,No,5000,75000,44,0.003333333,General Finance,Consult a financial advisor,,53.96795024,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:44,1,Procurement Specialist,4,140000,140 000,"Freelancing, Brand endorsements",,No,no,,"90,000",10 000,170000,,No,50000,40000,23,0.35714285714285715,General Finance,Consult a financial advisor,,68.39327019,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Housewife,2,180000,210000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",25 000,180 000,,No,45000,"8,000",41,0.25,General Finance,Consult a financial advisor,,64.96315171,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:30,1,small grocery shop,3,130000,"350,000","Salary, Investments, Freelancing",pension,Yes,no,,"90,000",10 000,"180,000",,No,55000,70000,23,0.4230769230769231,General Finance,Consult a financial advisor,,71.2084865,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,lawyer,4,130000,450000,"Salary, Pension",,Yes,no,,"90,000",10 000,150000,,No,5000,25000,45,0.038461538461538464,General Finance,Consult a financial advisor,,60.09981666,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 22:47,1,Expert Shop Assistant,5,150000,180 000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",8 000,170000,,No,5000,"75,000",55,0.033333333,General Finance,Consult a financial advisor,,56.83927493,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,Complaints Dept. Clerk,2,200000,"350,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",18000,300000,,Yes,47000,280 000,59,0.235,General Finance,Consult a financial advisor,,58.24073994,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
